timestamp,temperature,humidity,wind_speed,rainfall,heatwave,condition,load_national,load_sldc_delhi,load_sldc_chennai,load_northern,load_southern,load_western,load_eastern
2023-12-07T11:00:00Z,8.8,64.1,5.1,0.0,0,Partly Cloudy,129012,5419,4128,34833,25802,32253,15481
2023-12-07T12:00:00Z,11.3,73.4,3.3,0.0,0,Partly Cloudy,135827,5705,4346,36673,27165,33957,16299
2023-12-07T13:00:00Z,13.3,66.4,4.1,0.0,0,Partly Cloudy,141965,5963,4543,38331,28393,35491,17036
2023-12-07T14:00:00Z,14.8,66.6,4.3,0.0,0,Partly Cloudy,144304,6061,4618,38962,28861,36076,17316
2023-12-07T15:00:00Z,14.4,64.0,4.5,0.0,0,Partly Cloudy,141184,5930,4518,38120,28237,35296,16942
2023-12-07T16:00:00Z,15.1,66.6,2.9,0.0,0,Partly Cloudy,139669,5866,4469,37711,27934,34917,16760
2023-12-07T17:00:00Z,19.7,68.4,3.6,0.0,0,Partly Cloudy,130900,5498,4189,35343,26180,32725,15708
2023-12-07T18:00:00Z,18.7,59.0,2.4,0.0,0,Partly Cloudy,124495,5229,3984,33614,24899,31124,14939
2023-12-07T19:00:00Z,20.4,55.7,4.7,0.0,0,Partly Cloudy,115068,4833,3682,31068,23014,28767,13808
2023-12-07T20:00:00Z,17.7,66.7,2.2,0.0,0,Partly Cloudy,102564,4308,3282,27692,20513,25641,12308
2023-12-07T21:00:00Z,16.6,64.6,4.0,0.0,0,Partly Cloudy,88772,3728,2841,23968,17754,22193,10653
2023-12-07T22:00:00Z,19.9,60.2,5.6,0.0,0,Partly Cloudy,78714,3306,2519,21253,15743,19678,9446
2023-12-07T23:00:00Z,19.6,62.2,5.1,0.0,0,Partly Cloudy,73406,3083,2349,19820,14681,18352,8809
2023-12-08T00:00:00Z,16.5,64.0,4.6,0.0,0,Partly Cloudy,65746,2761,2104,17751,13149,16436,7890
2023-12-08T01:00:00Z,15.3,60.7,3.9,0.0,0,Partly Cloudy,59647,2505,1909,16105,11929,14912,7158
2023-12-08T02:00:00Z,14.9,70.6,2.5,0.0,0,Partly Cloudy,59068,2481,1890,15948,11814,14767,7088
2023-12-08T03:00:00Z,11.4,72.1,3.6,0.0,0,Partly Cloudy,60541,2543,1937,16346,12108,15135,7265
2023-12-08T04:00:00Z,11.9,64.1,3.3,0.0,0,Partly Cloudy,63782,2679,2041,17221,12756,15946,7654
2023-12-08T05:00:00Z,10.9,61.6,5.2,0.0,0,Partly Cloudy,71992,3024,2304,19438,14398,17998,8639
2023-12-08T06:00:00Z,8.5,68.2,5.6,0.0,0,Partly Cloudy,78672,3304,2518,21241,15734,19668,9441
2023-12-08T07:00:00Z,6.2,74.2,2.4,0.0,0,Partly Cloudy,89395,3755,2861,24137,17879,22349,10727
2023-12-08T08:00:00Z,7.2,74.5,4.5,0.0,0,Partly Cloudy,100838,4235,3227,27226,20168,25210,12101
2023-12-08T09:00:00Z,8.7,70.0,2.3,0.0,0,Partly Cloudy,110611,4646,3540,29865,22122,27653,13273
2023-12-08T10:00:00Z,5.6,77.2,2.7,0.0,0,Partly Cloudy,121743,5113,3896,32871,24349,30436,14609
2023-12-08T11:00:00Z,10.5,62.4,2.5,0.0,0,Partly Cloudy,129204,5427,4135,34885,25841,32301,15504
2023-12-08T12:00:00Z,6.5,68.9,6.3,0.0,0,Partly Cloudy,136259,5723,4360,36790,27252,34065,16351
2023-12-08T13:00:00Z,11.6,64.9,3.9,0.0,0,Partly Cloudy,142092,5968,4547,38365,28418,35523,17051
2023-12-08T14:00:00Z,12.6,68.5,3.4,0.0,0,Partly Cloudy,142805,5998,4570,38557,28561,35701,17137
2023-12-08T15:00:00Z,16.1,59.6,2.9,0.0,0,Partly Cloudy,141589,5947,4531,38229,28318,35397,16991
2023-12-08T16:00:00Z,16.7,68.1,3.2,0.0,0,Partly Cloudy,138107,5800,4419,37289,27621,34527,16573
2023-12-08T17:00:00Z,15.2,66.5,2.0,0.0,0,Partly Cloudy,131654,5529,4213,35547,26331,32914,15798
2023-12-08T18:00:00Z,18.9,61.3,2.5,0.0,0,Partly Cloudy,122523,5146,3921,33081,24505,30631,14703
2023-12-08T19:00:00Z,20.5,60.8,4.3,0.0,0,Partly Cloudy,111997,4704,3584,30239,22399,27999,13440
2023-12-08T20:00:00Z,20.0,66.4,5.7,0.0,0,Partly Cloudy,101345,4256,3243,27363,20269,25336,12161
2023-12-08T21:00:00Z,20.1,67.0,2.4,0.0,0,Partly Cloudy,90062,3783,2882,24317,18012,22516,10807
2023-12-08T22:00:00Z,18.5,64.8,3.8,0.0,0,Partly Cloudy,82398,3461,2637,22247,16480,20600,9888
2023-12-08T23:00:00Z,20.4,54.7,3.9,0.0,0,Partly Cloudy,72555,3047,2322,19590,14511,18139,8707
2023-12-09T00:00:00Z,16.9,61.5,5.2,0.0,0,Partly Cloudy,57608,2420,1843,15554,11522,14402,6913
2023-12-09T01:00:00Z,13.8,70.5,4.1,0.0,0,Partly Cloudy,52803,2218,1690,14257,10561,13201,6336
2023-12-09T02:00:00Z,12.6,62.2,4.9,0.0,0,Partly Cloudy,53042,2228,1697,14321,10608,13260,6365
2023-12-09T03:00:00Z,13.7,66.7,2.7,0.0,0,Partly Cloudy,52622,2210,1684,14208,10524,13156,6315
2023-12-09T04:00:00Z,12.4,68.5,3.2,0.0,0,Partly Cloudy,57238,2404,1832,15454,11448,14310,6869
2023-12-09T05:00:00Z,11.0,69.8,3.4,0.0,0,Partly Cloudy,62942,2644,2014,16994,12588,15736,7553
2023-12-09T06:00:00Z,7.7,68.8,3.2,0.0,0,Partly Cloudy,70478,2960,2255,19029,14096,17620,8457
2023-12-09T07:00:00Z,7.2,62.2,4.6,0.0,0,Partly Cloudy,80006,3360,2560,21602,16001,20002,9601
2023-12-09T08:00:00Z,7.4,67.2,1.8,0.0,0,Partly Cloudy,90020,3781,2881,24305,18004,22505,10802
2023-12-09T09:00:00Z,9.9,67.1,3.9,0.0,0,Partly Cloudy,96977,4073,3103,26184,19395,24244,11637
2023-12-09T10:00:00Z,8.7,64.7,2.7,0.0,0,Partly Cloudy,106598,4477,3411,28781,21320,26650,12792
2023-12-09T11:00:00Z,8.9,67.4,4.8,0.0,0,Partly Cloudy,111950,4702,3582,30227,22390,27988,13434
2023-12-09T12:00:00Z,10.0,70.7,3.7,0.0,0,Partly Cloudy,119334,5012,3819,32220,23867,29834,14320
2023-12-09T13:00:00Z,15.4,78.3,3.5,0.0,0,Partly Cloudy,122717,5154,3927,33134,24543,30679,14726
2023-12-09T14:00:00Z,13.4,60.2,4.0,0.0,0,Partly Cloudy,125838,5285,4027,33976,25168,31460,15101
2023-12-09T15:00:00Z,16.8,66.1,3.8,0.0,0,Partly Cloudy,122698,5153,3926,33128,24540,30674,14724
2023-12-09T16:00:00Z,14.9,54.9,3.6,0.0,0,Partly Cloudy,121306,5095,3882,32753,24261,30326,14557
2023-12-09T17:00:00Z,19.7,66.8,3.1,0.0,0,Partly Cloudy,116715,4902,3735,31513,23343,29179,14006
2023-12-09T18:00:00Z,17.6,58.7,4.4,0.0,0,Partly Cloudy,108632,4563,3476,29331,21726,27158,13036
2023-12-09T19:00:00Z,22.3,66.3,4.4,0.0,0,Partly Cloudy,99139,4164,3172,26768,19828,24785,11897
2023-12-09T20:00:00Z,19.4,58.8,3.8,0.0,0,Partly Cloudy,86706,3642,2775,23411,17341,21676,10405
2023-12-09T21:00:00Z,19.1,60.3,4.2,0.0,0,Partly Cloudy,79582,3342,2547,21487,15916,19896,9550
2023-12-09T22:00:00Z,21.2,66.0,2.7,0.0,0,Partly Cloudy,71345,2996,2283,19263,14269,17836,8561
2023-12-09T23:00:00Z,15.4,68.5,2.6,0.0,0,Partly Cloudy,62268,2615,1993,16812,12454,15567,7472
2023-12-10T00:00:00Z,18.7,65.1,3.3,0.0,0,Partly Cloudy,58341,2450,1867,15752,11668,14585,7001
2023-12-10T01:00:00Z,17.4,58.8,2.6,0.0,0,Partly Cloudy,54463,2287,1743,14705,10893,13616,6536
2023-12-10T02:00:00Z,14.1,56.1,5.6,0.0,0,Partly Cloudy,51673,2170,1654,13952,10335,12918,6201
2023-12-10T03:00:00Z,10.6,67.3,4.6,0.0,0,Partly Cloudy,54851,2304,1755,14810,10970,13713,6582
2023-12-10T04:00:00Z,10.8,79.8,6.9,0.0,0,Partly Cloudy,57659,2422,1845,15568,11532,14415,6919
2023-12-10T05:00:00Z,9.3,66.2,3.3,0.0,0,Partly Cloudy,64692,2717,2070,17467,12938,16173,7763
2023-12-10T06:00:00Z,9.0,72.4,4.3,0.0,0,Partly Cloudy,71153,2988,2277,19211,14231,17788,8538
2023-12-10T07:00:00Z,9.5,71.9,4.1,0.0,0,Partly Cloudy,81406,3419,2605,21980,16281,20352,9769
2023-12-10T08:00:00Z,5.7,71.1,2.9,0.0,0,Partly Cloudy,89703,3768,2870,24220,17941,22426,10764
2023-12-10T09:00:00Z,5.4,71.0,4.1,0.0,0,Partly Cloudy,99475,4178,3183,26858,19895,24869,11937
2023-12-10T10:00:00Z,7.8,82.6,2.8,0.0,0,Partly Cloudy,105408,4427,3373,28460,21082,26352,12649
2023-12-10T11:00:00Z,10.3,66.7,5.7,0.0,0,Partly Cloudy,112394,4721,3597,30346,22479,28098,13487
2023-12-10T12:00:00Z,10.7,71.2,2.7,0.0,0,Partly Cloudy,118408,4973,3789,31970,23682,29602,14209
2023-12-10T13:00:00Z,14.3,61.2,4.8,0.0,0,Partly Cloudy,122601,5149,3923,33102,24520,30650,14712
2023-12-10T14:00:00Z,13.2,69.7,3.9,0.0,0,Partly Cloudy,123831,5201,3963,33434,24766,30958,14860
2023-12-10T15:00:00Z,16.0,53.6,2.1,0.0,0,Partly Cloudy,125805,5284,4026,33967,25161,31451,15097
2023-12-10T16:00:00Z,16.4,67.9,4.3,0.0,0,Partly Cloudy,119666,5026,3829,32310,23933,29916,14360
2023-12-10T17:00:00Z,18.1,57.6,3.7,0.0,0,Partly Cloudy,113714,4776,3639,30703,22743,28428,13646
2023-12-10T18:00:00Z,22.0,58.0,4.1,0.0,0,Partly Cloudy,106446,4471,3406,28740,21289,26612,12774
2023-12-10T19:00:00Z,20.7,55.4,3.3,0.0,0,Partly Cloudy,98718,4146,3159,26654,19744,24680,11846
2023-12-10T20:00:00Z,20.0,65.0,2.5,0.0,0,Partly Cloudy,88184,3704,2822,23810,17637,22046,10582
2023-12-10T21:00:00Z,19.4,66.7,5.2,0.0,0,Partly Cloudy,76962,3232,2463,20780,15392,19240,9235
2023-12-10T22:00:00Z,18.4,60.0,2.6,0.0,0,Partly Cloudy,70745,2971,2264,19101,14149,17686,8489
2023-12-10T23:00:00Z,18.0,57.9,2.1,0.0,0,Partly Cloudy,63452,2665,2030,17132,12690,15863,7614
2023-12-11T00:00:00Z,14.9,61.6,4.6,0.0,0,Partly Cloudy,65017,2731,2081,17555,13003,16254,7802
2023-12-11T01:00:00Z,17.4,63.3,6.2,0.0,0,Partly Cloudy,60469,2540,1935,16327,12094,15117,7256
2023-12-11T02:00:00Z,15.4,60.6,2.7,0.0,0,Partly Cloudy,61315,2575,1962,16555,12263,15329,7358
2023-12-11T03:00:00Z,11.0,65.9,2.7,0.0,0,Partly Cloudy,62039,2606,1985,16751,12408,15510,7445
2023-12-11T04:00:00Z,8.7,74.7,3.8,0.0,0,Partly Cloudy,65034,2731,2081,17559,13007,16258,7804
2023-12-11T05:00:00Z,9.2,74.2,3.2,0.0,0,Partly Cloudy,70511,2961,2256,19038,14102,17628,8461
2023-12-11T06:00:00Z,9.1,67.5,5.9,0.0,0,Partly Cloudy,81000,3402,2592,21870,16200,20250,9720
2023-12-11T07:00:00Z,8.3,75.5,1.8,0.0,0,Partly Cloudy,90525,3802,2897,24442,18105,22631,10863
2023-12-11T08:00:00Z,7.7,67.6,3.2,0.0,0,Partly Cloudy,101862,4278,3260,27503,20372,25466,12223
2023-12-11T09:00:00Z,5.0,72.4,1.8,0.0,0,Partly Cloudy,110907,4658,3549,29945,22181,27727,13309
2023-12-11T10:00:00Z,8.3,76.4,2.9,0.0,0,Partly Cloudy,121212,5091,3879,32727,24242,30303,14545
2023-12-11T11:00:00Z,7.5,71.3,1.9,0.0,0,Partly Cloudy,127555,5357,4082,34440,25511,31889,15307
2023-12-11T12:00:00Z,8.3,66.9,3.2,0.0,0,Partly Cloudy,137604,5779,4403,37153,27521,34401,16512
2023-12-11T13:00:00Z,14.3,72.8,4.9,0.0,0,Partly Cloudy,142853,6000,4571,38570,28571,35713,17142
2023-12-11T14:00:00Z,14.2,67.7,5.7,0.0,0,Partly Cloudy,140430,5898,4494,37916,28086,35108,16852
2023-12-11T15:00:00Z,16.5,64.0,5.1,0.0,0,Partly Cloudy,141781,5955,4537,38281,28356,35445,17014
2023-12-11T16:00:00Z,16.3,58.3,5.1,0.0,0,Partly Cloudy,135675,5698,4342,36632,27135,33919,16281
2023-12-11T17:00:00Z,18.0,57.9,3.1,0.0,0,Partly Cloudy,130908,5498,4189,35345,26182,32727,15709
2023-12-11T18:00:00Z,19.3,59.1,1.2,0.0,0,Partly Cloudy,121973,5123,3903,32933,24395,30493,14637
2023-12-11T19:00:00Z,18.7,64.0,3.3,0.0,0,Partly Cloudy,110690,4649,3542,29886,22138,27672,13283
2023-12-11T20:00:00Z,20.5,57.9,3.7,0.0,0,Partly Cloudy,101024,4243,3233,27276,20205,25256,12123
2023-12-11T21:00:00Z,21.4,62.1,2.1,0.0,0,Partly Cloudy,90662,3808,2901,24479,18132,22666,10879
2023-12-11T22:00:00Z,17.4,60.4,2.9,0.0,0,Partly Cloudy,79684,3347,2550,21515,15937,19921,9562
2023-12-11T23:00:00Z,19.7,65.9,2.2,0.0,0,Partly Cloudy,73179,3074,2342,19758,14636,18295,8781
2023-12-12T00:00:00Z,18.0,65.6,1.0,0.0,0,Partly Cloudy,63700,2675,2038,17199,12740,15925,7644
2023-12-12T01:00:00Z,15.0,73.3,5.1,0.0,0,Partly Cloudy,59440,2496,1902,16049,11888,14860,7133
2023-12-12T02:00:00Z,10.9,66.1,3.7,0.0,0,Partly Cloudy,57706,2424,1847,15581,11541,14426,6925
2023-12-12T03:00:00Z,10.6,77.8,3.1,0.0,0,Partly Cloudy,60238,2530,1928,16264,12048,15060,7229
2023-12-12T04:00:00Z,14.7,63.5,2.3,0.0,0,Partly Cloudy,63862,2682,2044,17243,12772,15966,7663
2023-12-12T05:00:00Z,9.6,65.3,3.3,0.0,0,Partly Cloudy,71206,2991,2279,19226,14241,17802,8545
2023-12-12T06:00:00Z,13.0,69.6,2.4,0.0,0,Partly Cloudy,79577,3342,2546,21486,15915,19894,9549
2023-12-12T07:00:00Z,8.9,73.5,1.6,0.0,0,Partly Cloudy,88017,3697,2817,23765,17603,22004,10562
2023-12-12T08:00:00Z,8.2,65.2,2.6,0.0,0,Partly Cloudy,100600,4225,3219,27162,20120,25150,12072
2023-12-12T09:00:00Z,8.8,66.9,1.2,0.0,0,Partly Cloudy,110399,4637,3533,29808,22080,27600,13248
2023-12-12T10:00:00Z,6.5,72.1,6.0,0.0,0,Partly Cloudy,121311,5095,3882,32754,24262,30328,14557
2023-12-12T11:00:00Z,9.9,71.6,5.1,0.0,0,Partly Cloudy,128796,5409,4121,34775,25759,32199,15456
2023-12-12T12:00:00Z,10.4,72.0,2.4,0.0,0,Partly Cloudy,134227,5638,4295,36241,26845,33557,16107
2023-12-12T13:00:00Z,11.2,73.2,3.7,0.0,0,Partly Cloudy,139593,5863,4467,37690,27919,34898,16751
2023-12-12T14:00:00Z,15.0,67.8,2.6,0.0,0,Partly Cloudy,141327,5936,4522,38158,28265,35332,16959
2023-12-12T15:00:00Z,13.5,66.5,4.3,0.0,0,Partly Cloudy,137202,5762,4390,37045,27440,34300,16464
2023-12-12T16:00:00Z,14.9,73.4,3.1,0.0,0,Partly Cloudy,138029,5797,4417,37268,27606,34507,16563
2023-12-12T17:00:00Z,15.8,61.9,3.8,0.0,0,Partly Cloudy,129112,5423,4132,34860,25822,32278,15493
2023-12-12T18:00:00Z,20.5,61.7,4.4,0.0,0,Partly Cloudy,119655,5026,3829,32307,23931,29914,14359
2023-12-12T19:00:00Z,19.6,61.1,2.3,0.0,0,Partly Cloudy,111594,4687,3571,30130,22319,27898,13391
2023-12-12T20:00:00Z,21.5,58.8,4.0,0.0,0,Partly Cloudy,100117,4205,3204,27032,20023,25029,12014
2023-12-12T21:00:00Z,19.4,67.0,5.2,0.0,0,Partly Cloudy,91208,3831,2919,24626,18242,22802,10945
2023-12-12T22:00:00Z,17.5,57.0,1.1,0.0,0,Partly Cloudy,80545,3383,2577,21747,16109,20136,9665
2023-12-12T23:00:00Z,16.9,69.4,2.3,0.0,0,Partly Cloudy,71793,3015,2297,19384,14359,17948,8615
2023-12-13T00:00:00Z,13.7,68.2,4.0,0.0,0,Partly Cloudy,63300,2659,2026,17091,12660,15825,7596
2023-12-13T01:00:00Z,15.2,75.2,4.3,0.0,0,Partly Cloudy,64057,2690,2050,17295,12811,16014,7687
2023-12-13T02:00:00Z,13.6,68.6,2.9,0.0,0,Partly Cloudy,59405,2495,1901,16039,11881,14851,7129
2023-12-13T03:00:00Z,10.3,71.9,2.5,0.0,0,Partly Cloudy,62511,2625,2000,16878,12502,15628,7501
2023-12-13T04:00:00Z,8.3,66.8,3.2,0.0,0,Partly Cloudy,63277,2658,2025,17085,12655,15819,7593
2023-12-13T05:00:00Z,9.5,65.1,5.2,0.0,0,Partly Cloudy,70179,2948,2246,18948,14036,17545,8421
2023-12-13T06:00:00Z,8.8,67.7,3.2,0.0,0,Partly Cloudy,79780,3351,2553,21541,15956,19945,9574
2023-12-13T07:00:00Z,8.6,58.8,3.6,0.0,0,Partly Cloudy,88596,3721,2835,23921,17719,22149,10632
2023-12-13T08:00:00Z,6.2,70.6,4.8,0.0,0,Partly Cloudy,102091,4288,3267,27565,20418,25523,12251
2023-12-13T09:00:00Z,6.7,54.9,3.6,0.0,0,Partly Cloudy,108691,4565,3478,29347,21738,27173,13043
2023-12-13T10:00:00Z,8.8,63.6,3.9,0.0,0,Partly Cloudy,119766,5030,3833,32337,23953,29942,14372
2023-12-13T11:00:00Z,7.4,63.1,4.0,0.0,0,Partly Cloudy,127720,5364,4087,34484,25544,31930,15326
2023-12-13T12:00:00Z,11.2,75.8,5.5,0.0,0,Partly Cloudy,133925,5625,4286,36160,26785,33481,16071
2023-12-13T13:00:00Z,9.8,70.0,2.2,0.0,0,Partly Cloudy,140691,5909,4502,37987,28138,35173,16883
2023-12-13T14:00:00Z,10.8,66.7,4.6,0.0,0,Partly Cloudy,139487,5858,4464,37661,27897,34872,16738
2023-12-13T15:00:00Z,14.7,64.5,4.2,0.0,0,Partly Cloudy,139146,5844,4453,37569,27829,34786,16698
2023-12-13T16:00:00Z,14.2,52.8,5.1,0.0,0,Partly Cloudy,136843,5747,4379,36948,27369,34211,16421
2023-12-13T17:00:00Z,17.6,63.4,4.0,0.0,0,Partly Cloudy,130465,5480,4175,35226,26093,32616,15656
2023-12-13T18:00:00Z,15.5,55.9,1.2,0.0,0,Partly Cloudy,120375,5056,3852,32501,24075,30094,14445
2023-12-13T19:00:00Z,19.4,67.9,1.0,0.0,0,Partly Cloudy,109267,4589,3497,29502,21853,27317,13112
2023-12-13T20:00:00Z,19.6,64.0,3.3,0.0,0,Partly Cloudy,98880,4153,3164,26698,19776,24720,11866
2023-12-13T21:00:00Z,18.1,62.8,1.4,0.0,0,Partly Cloudy,88563,3720,2834,23912,17713,22141,10628
2023-12-13T22:00:00Z,16.5,66.8,2.4,0.0,0,Partly Cloudy,78101,3280,2499,21087,15620,19525,9372
2023-12-13T23:00:00Z,16.8,67.9,3.5,0.0,0,Partly Cloudy,72476,3044,2319,19569,14495,18119,8697
2023-12-14T00:00:00Z,17.7,59.9,3.7,0.0,0,Partly Cloudy,65846,2766,2107,17778,13169,16462,7902
2023-12-14T01:00:00Z,14.1,66.7,2.4,0.0,0,Partly Cloudy,60156,2527,1925,16242,12031,15039,7219
2023-12-14T02:00:00Z,12.9,69.2,3.0,0.0,0,Partly Cloudy,59286,2490,1897,16007,11857,14822,7114
2023-12-14T03:00:00Z,12.3,62.4,3.0,0.0,0,Partly Cloudy,60982,2561,1951,16465,12196,15246,7318
2023-12-14T04:00:00Z,13.0,59.7,4.1,0.0,0,Partly Cloudy,65985,2771,2112,17816,13197,16496,7918
2023-12-14T05:00:00Z,9.2,63.4,3.4,0.0,0,Partly Cloudy,69893,2936,2237,18871,13979,17473,8387
2023-12-14T06:00:00Z,7.3,70.8,3.4,0.0,0,Partly Cloudy,79793,3351,2553,21544,15959,19948,9575
2023-12-14T07:00:00Z,5.7,66.6,4.2,0.0,0,Partly Cloudy,87452,3673,2798,23612,17490,21863,10494
2023-12-14T08:00:00Z,5.3,68.3,2.9,0.0,0,Partly Cloudy,101012,4243,3232,27273,20202,25253,12121
2023-12-14T09:00:00Z,3.9,70.1,5.1,0.0,0,Partly Cloudy,111109,4667,3555,29999,22222,27777,13333
2023-12-14T10:00:00Z,5.8,81.7,2.8,0.0,0,Partly Cloudy,117699,4943,3766,31779,23540,29425,14124
2023-12-14T11:00:00Z,10.2,63.4,5.7,0.0,0,Partly Cloudy,129991,5460,4160,35098,25998,32498,15599
2023-12-14T12:00:00Z,13.5,60.5,5.0,0.0,0,Partly Cloudy,134674,5656,4310,36362,26935,33668,16161
2023-12-14T13:00:00Z,12.2,67.3,5.2,0.0,0,Partly Cloudy,140724,5910,4503,37995,28145,35181,16887
2023-12-14T14:00:00Z,12.6,71.6,3.4,0.0,0,Partly Cloudy,141984,5963,4543,38336,28397,35496,17038
2023-12-14T15:00:00Z,15.3,63.8,1.9,0.0,0,Partly Cloudy,139996,5880,4480,37799,27999,34999,16800
2023-12-14T16:00:00Z,15.2,58.7,4.5,0.0,0,Partly Cloudy,134893,5666,4317,36421,26979,33723,16187
2023-12-14T17:00:00Z,14.8,65.1,3.3,0.0,0,Partly Cloudy,129050,5420,4130,34844,25810,32262,15486
2023-12-14T18:00:00Z,18.4,58.3,3.0,0.0,0,Partly Cloudy,121867,5118,3900,32904,24373,30467,14624
2023-12-14T19:00:00Z,20.3,60.6,4.2,0.0,0,Partly Cloudy,110829,4655,3547,29924,22166,27707,13299
2023-12-14T20:00:00Z,18.8,69.3,2.4,0.0,0,Partly Cloudy,100457,4219,3215,27123,20091,25114,12055
2023-12-14T21:00:00Z,16.6,66.0,2.7,0.0,0,Partly Cloudy,89003,3738,2848,24031,17801,22251,10680
2023-12-14T22:00:00Z,18.0,52.4,1.6,0.0,0,Partly Cloudy,80554,3383,2578,21750,16111,20138,9666
2023-12-14T23:00:00Z,17.7,70.9,1.9,0.0,0,Partly Cloudy,72075,3027,2306,19460,14415,18019,8649
2023-12-15T00:00:00Z,16.9,69.9,3.4,0.0,0,Partly Cloudy,64578,2712,2066,17436,12916,16144,7749
2023-12-15T01:00:00Z,13.4,64.4,2.9,0.0,0,Partly Cloudy,58754,2468,1880,15864,11751,14688,7050
2023-12-15T02:00:00Z,13.4,70.5,4.9,0.0,0,Partly Cloudy,57974,2435,1855,15653,11595,14494,6957
2023-12-15T03:00:00Z,11.6,66.0,5.3,0.0,0,Partly Cloudy,62488,2624,2000,16872,12498,15622,7499
2023-12-15T04:00:00Z,8.2,70.8,4.1,0.0,0,Partly Cloudy,64200,2696,2054,17334,12840,16050,7704
2023-12-15T05:00:00Z,7.0,72.5,5.0,0.0,0,Partly Cloudy,70301,2953,2250,18981,14060,17575,8436
2023-12-15T06:00:00Z,9.8,67.6,5.2,0.0,0,Partly Cloudy,81154,3408,2597,21912,16231,20288,9738
2023-12-15T07:00:00Z,7.3,70.9,2.7,0.0,0,Partly Cloudy,87392,3670,2797,23596,17478,21848,10487
2023-12-15T08:00:00Z,7.5,61.4,6.0,0.0,0,Partly Cloudy,101320,4255,3242,27356,20264,25330,12158
2023-12-15T09:00:00Z,7.1,82.3,2.7,0.0,0,Partly Cloudy,110096,4624,3523,29726,22019,27524,13212
2023-12-15T10:00:00Z,7.4,68.5,3.1,0.0,0,Partly Cloudy,121005,5082,3872,32671,24201,30251,14521
2023-12-15T11:00:00Z,7.4,69.4,2.8,0.0,0,Partly Cloudy,129025,5419,4129,34837,25805,32256,15483
2023-12-15T12:00:00Z,8.5,63.9,6.1,0.0,0,Partly Cloudy,134361,5643,4300,36277,26872,33590,16123
2023-12-15T13:00:00Z,12.4,63.6,2.3,0.0,0,Partly Cloudy,139640,5865,4468,37703,27928,34910,16757
2023-12-15T14:00:00Z,11.9,69.1,3.4,0.0,0,Partly Cloudy,142563,5988,4562,38492,28513,35641,17108
2023-12-15T15:00:00Z,12.8,67.5,3.9,0.0,0,Partly Cloudy,138367,5811,4428,37359,27673,34592,16604
2023-12-15T16:00:00Z,15.2,57.8,1.6,0.0,0,Partly Cloudy,135324,5684,4330,36537,27065,33831,16239
2023-12-15T17:00:00Z,18.6,62.5,3.4,0.0,0,Partly Cloudy,127392,5350,4077,34396,25478,31848,15287
2023-12-15T18:00:00Z,15.2,66.6,2.7,0.0,0,Partly Cloudy,118296,4968,3785,31940,23659,29574,14196
2023-12-15T19:00:00Z,18.1,64.7,4.0,0.0,0,Partly Cloudy,110805,4654,3546,29917,22161,27701,13297
2023-12-15T20:00:00Z,18.1,66.4,3.5,0.0,0,Partly Cloudy,98902,4154,3165,26704,19780,24726,11868
2023-12-15T21:00:00Z,17.3,64.8,4.5,0.0,0,Partly Cloudy,90053,3782,2882,24314,18011,22513,10806
2023-12-15T22:00:00Z,18.6,66.4,6.3,0.0,0,Partly Cloudy,79796,3351,2553,21545,15959,19949,9576
2023-12-15T23:00:00Z,17.6,66.4,4.4,0.0,0,Partly Cloudy,69354,2913,2219,18726,13871,17338,8322
2023-12-16T00:00:00Z,16.3,69.4,5.6,0.0,0,Partly Cloudy,56658,2380,1813,15298,11332,14164,6799
2023-12-16T01:00:00Z,13.9,66.4,2.7,0.0,0,Partly Cloudy,54917,2307,1757,14828,10983,13729,6590
2023-12-16T02:00:00Z,13.8,65.3,4.8,0.0,0,Partly Cloudy,50421,2118,1613,13614,10084,12605,6051
2023-12-16T03:00:00Z,8.4,70.4,4.8,0.0,0,Partly Cloudy,52863,2220,1692,14273,10573,13216,6344
2023-12-16T04:00:00Z,9.1,63.2,2.0,0.0,0,Partly Cloudy,57432,2412,1838,15507,11486,14358,6892
2023-12-16T05:00:00Z,10.1,72.0,3.5,0.0,0,Partly Cloudy,60974,2561,1951,16463,12195,15244,7317
2023-12-16T06:00:00Z,6.8,72.1,2.3,0.0,0,Partly Cloudy,69703,2928,2230,18820,13941,17426,8364
2023-12-16T07:00:00Z,5.7,66.2,2.1,0.0,0,Partly Cloudy,78536,3299,2513,21205,15707,19634,9424
2023-12-16T08:00:00Z,4.9,66.2,4.5,0.0,0,Partly Cloudy,89103,3742,2851,24058,17821,22276,10692
2023-12-16T09:00:00Z,8.3,75.4,1.9,0.0,0,Partly Cloudy,97062,4077,3106,26207,19412,24266,11647
2023-12-16T10:00:00Z,8.0,78.3,3.2,0.0,0,Partly Cloudy,106825,4487,3418,28843,21365,26706,12819
2023-12-16T11:00:00Z,11.4,67.5,2.9,0.0,0,Partly Cloudy,112868,4740,3612,30474,22574,28217,13544
2023-12-16T12:00:00Z,7.5,66.5,1.8,0.0,0,Partly Cloudy,119993,5040,3840,32398,23999,29998,14399
2023-12-16T13:00:00Z,9.2,69.9,4.9,0.0,0,Partly Cloudy,123529,5188,3953,33353,24706,30882,14823
2023-12-16T14:00:00Z,12.3,70.2,3.5,0.0,0,Partly Cloudy,123334,5180,3947,33300,24667,30834,14800
2023-12-16T15:00:00Z,14.1,67.7,1.6,0.0,0,Partly Cloudy,122050,5126,3906,32954,24410,30512,14646
